policy_id,location_zone,roof_age,roof_material,home_age,construction_type,prior_water_claim,months_since_water,coverage_a,rcv_ratio,prior_claims_5yr,ins_lapses,swimming_pool,trampoline,home_business,fire_sprinklers,monitored_alarm,gated_community,wood_stove,recent_reno,pet_ownership,square_footage,building_code_comply,fire_hydrant_dist,iso_class,wildfire_score,wildfire_zone,canopy_pct,crime_idx,flood_zone,flood_depth_in,slope_deg,hail_zone,burn_history,foundation_type,ix_roof_wildfire,ix_water_canopy,ix_rcv_crime,ix_flood_foundation,ix_slope_burn,ix_roof_hail,score_t1,score_glm,final_risk_score,expected_loss,indicative_premium,decision
HO-2024293,CO-Mixed,8,asphalt,15,masonry,1,31,371011,0.919,1,0,in_ground,1,none,none,0,1,0,0,1,2869,1,17.53,9,56.3,1,40.5,50.6,0,0.0,11.9,1,1,poured_concrete,0,0,0,0,0,0,30.91,41.8,41.73,2371.0,3650.0,Standard
HO-2024294,TX-Hail,29,asphalt,48,wood_frame,0,999,159691,1.047,0,0,none,1,none,none,0,0,0,0,0,2679,0,2.03,2,8.0,0,16.7,36.6,0,0.0,14.58,1,0,poured_concrete,0,0,0,0,0,1,47.85,51.54,52.44,3253.0,5000.0,Standard
HO-2024295,IL-Midwest,10,asphalt,11,wood_frame,0,999,432091,1.11,1,1,none,0,home_office,none,0,0,0,1,1,3264,1,7.44,4,28.0,0,49.5,48.9,0,0.0,11.99,1,0,block,0,0,0,0,0,0,26.23,35.12,35.75,1987.0,3060.0,Standard
HO-2024296,WA-NW,26,asphalt,36,wood_frame,0,999,223865,0.944,1,0,none,0,none,full,1,0,0,0,0,2104,0,6.31,4,50.9,0,41.3,6.2,0,0.0,11.49,0,0,block,0,0,0,0,0,0,40.32,41.72,42.63,2435.0,3750.0,Standard
HO-2024297,TX-Hail,21,slate,46,brick_veneer,0,999,341036,1.087,0,0,none,0,home_office,none,1,0,0,1,0,1473,0,4.66,3,11.8,0,41.9,37.4,0,0.0,0.0,1,0,poured_concrete,0,0,0,0,0,1,41.07,41.28,42.2,2405.0,3700.0,Standard
HO-2024298,NY-NE,12,asphalt,18,wood_frame,0,999,327910,1.043,1,1,in_ground,0,none,full,1,1,0,0,0,3040,1,3.3,2,30.1,0,9.4,71.2,0,0.0,5.08,0,0,concrete_slab,0,0,0,0,0,0,30.58,32.78,31.9,1774.0,2730.0,Standard
HO-2024299,CA-Wildfire,33,tile,38,wood_frame,0,999,419324,0.814,3,0,none,0,home_office,none,0,0,0,0,0,2136,0,11.56,6,90.4,1,52.6,11.5,1,7.01,14.91,0,0,block,1,0,0,0,0,0,48.27,64.57,69.07,5315.0,8860.0,Rated
HO-2024300,CA-Wildfire,7,asphalt,36,wood_frame,0,999,302609,1.084,1,2,none,0,none,partial,0,0,1,0,1,3467,0,6.21,4,56.7,1,24.1,24.5,0,0.0,37.86,0,1,poured_concrete,0,0,0,0,1,0,36.43,47.3,50.1,3036.0,4670.0,Standard
HO-2024301,IL-Midwest,26,asphalt,35,wood_frame,0,999,296657,0.866,1,1,none,0,none,none,1,0,0,0,0,2632,0,4.51,3,29.4,0,7.4,67.7,0,0.0,8.9,1,0,block,0,0,0,0,0,1,38.85,44.97,48.14,2865.0,4410.0,Standard
HO-2024302,IL-Midwest,27,metal,31,superior,1,22,581019,1.151,3,0,none,0,home_office,none,1,0,0,1,1,2080,0,2.03,2,14.2,0,22.7,33.7,0,0.0,1.96,1,0,stone_dirt,0,0,0,0,0,1,40.59,52.52,53.8,3386.0,5210.0,Standard
HO-2024303,NY-NE,11,asphalt,21,wood_frame,0,999,419839,0.926,0,0,none,0,none,none,1,0,0,1,1,1438,1,5.6,3,26.6,0,20.8,57.8,0,0.0,9.03,0,0,poured_concrete,0,0,0,0,0,0,30.7,29.42,28.6,1609.0,2370.0,Preferred
HO-2024304,AZ-Desert,30,slate,30,brick_veneer,0,999,301452,0.997,0,0,none,0,none,none,1,1,0,0,0,2021,0,7.4,4,41.7,0,34.1,54.3,0,0.0,5.59,0,0,poured_concrete,0,0,0,0,0,0,37.71,36.75,37.4,2087.0,3210.0,Standard
HO-2024305,MN-North,15,asphalt,16,masonry,1,18,344883,1.212,0,0,none,0,none,none,0,0,1,1,0,2802,1,0.66,1,8.3,0,37.3,9.0,1,17.07,4.8,1,1,stone_dirt,0,0,0,1,0,0,33.75,33.17,35.52,1974.0,3040.0,Standard
HO-2024306,IL-Midwest,20,asphalt,43,masonry,0,999,610349,1.089,1,0,none,0,none,none,0,0,1,1,1,968,0,4.09,3,10.8,0,9.1,62.0,0,0.0,9.33,0,1,concrete_slab,0,0,0,0,0,0,36.17,42.3,42.13,2400.0,3690.0,Standard
HO-2024307,FL-Flood,20,metal,20,wood_frame,0,999,347076,0.869,1,0,none,0,none,partial,1,0,0,0,0,1796,1,4.56,3,14.0,0,6.7,50.2,1,0.5,3.99,0,0,block,0,0,0,0,0,0,37.58,39.01,38.82,2176.0,3350.0,Standard
HO-2024308,WA-NW,16,asphalt,34,brick_veneer,1,30,283501,0.878,0,0,none,0,active_business,none,1,0,0,0,1,889,0,13.03,7,38.4,0,48.7,16.8,0,0.0,31.12,0,0,concrete_slab,0,0,0,0,0,0,37.05,41.82,43.67,2511.0,3860.0,Standard
HO-2024309,FL-Flood,25,slate,26,masonry,1,26,284100,0.936,0,0,none,0,home_office,none,1,0,0,0,0,1319,0,4.64,3,20.2,0,28.8,43.1,1,3.61,0.0,0,0,concrete_slab,0,0,0,0,0,0,43.28,44.2,44.16,2548.0,3920.0,Standard
HO-2024310,CO-Mixed,25,asphalt,45,wood_frame,0,999,303122,1.075,0,0,none,0,none,partial,0,1,1,1,0,1641,0,5.04,3,46.0,0,29.1,26.3,0,0.0,26.31,1,0,block,0,0,0,0,0,1,44.26,43.48,45.38,2641.0,4060.0,Standard
HO-2024311,CA-Wildfire,2,slate,21,wood_frame,0,999,296770,1.07,0,0,none,0,home_office,none,0,0,0,0,0,1896,1,8.44,5,86.8,1,51.2,16.7,0,0.0,15.88,0,1,stone_dirt,0,0,0,0,0,0,29.11,31.8,31.44,1750.0,2690.0,Standard
HO-2024312,CA-Wildfire,29,asphalt,57,wood_frame,0,999,200849,0.902,0,1,none,0,none,partial,0,0,0,0,0,2365,0,6.88,4,64.5,1,56.6,44.5,0,0.0,40.03,0,0,concrete_slab,1,0,0,0,0,0,51.29,54.68,59.01,3949.0,6080.0,Standard
HO-2024313,MN-North,3,asphalt,25,wood_frame,0,999,222611,0.857,1,0,in_ground,0,none,none,0,0,0,1,0,2626,0,7.68,4,23.2,0,13.8,27.0,0,0.0,14.4,1,0,block,0,0,0,0,0,0,24.36,30.71,30.55,1704.0,2620.0,Standard
HO-2024314,GA-SE,27,slate,47,wood_frame,0,999,263895,1.059,0,0,none,0,none,none,0,0,0,0,0,3137,0,4.18,3,34.2,0,73.7,35.8,0,0.0,15.0,0,0,poured_concrete,0,0,0,0,0,0,39.45,40.78,40.69,2299.0,3540.0,Standard
HO-2024315,AZ-Desert,28,metal,51,masonry,0,999,462819,0.995,1,0,none,0,home_office,none,0,0,1,0,0,3302,0,13.26,7,52.1,0,41.7,35.9,0,0.0,13.44,0,0,poured_concrete,0,0,0,0,0,0,39.52,49.36,48.61,2905.0,4470.0,Standard
HO-2024316,CO-Mixed,8,metal,11,wood_frame,0,999,326626,1.322,0,0,none,0,home_office,full,0,0,0,0,0,2988,1,14.53,8,44.9,0,27.6,45.9,0,0.0,18.46,0,1,poured_concrete,0,0,0,0,0,0,27.99,30.17,31.39,1747.0,2690.0,Standard
HO-2024317,TX-Hail,14,slate,25,brick_veneer,0,999,350997,1.025,0,0,none,0,none,full,1,0,0,0,1,1815,0,6.21,4,13.0,0,36.1,5.9,0,0.0,0.0,1,0,concrete_slab,0,0,0,0,0,0,33.27,31.17,30.47,1700.0,2620.0,Standard
HO-2024318,TX-Hail,8,slate,29,brick_veneer,0,999,557812,1.274,0,1,in_ground,0,none,full,0,0,0,0,1,2275,0,5.37,3,10.2,0,28.1,33.7,1,17.37,8.1,1,0,concrete_slab,0,0,0,0,0,0,32.93,36.1,35.97,2000.0,3080.0,Standard
HO-2024319,FL-Flood,16,asphalt,35,brick_veneer,0,999,561301,0.856,1,0,none,0,none,none,0,0,0,0,1,1678,0,5.3,3,8.5,0,23.3,35.7,0,0.0,3.56,0,0,concrete_slab,0,0,0,0,0,0,40.7,46.74,46.75,2750.0,4230.0,Standard
HO-2024320,IL-Midwest,15,asphalt,32,masonry,0,999,340502,0.8,2,0,none,1,none,partial,0,0,0,0,0,2287,0,7.2,4,2.3,0,6.5,31.1,0,0.0,9.17,1,0,stone_dirt,0,0,0,0,0,0,31.37,43.11,44.32,2560.0,3940.0,Standard
HO-2024321,AZ-Desert,25,asphalt,25,wood_frame,0,999,291679,0.863,1,1,in_ground,0,none,none,1,0,0,0,1,1979,0,16.63,9,33.0,0,12.8,43.6,0,0.0,14.15,1,0,block,0,0,0,0,0,1,36.78,47.28,49.54,2986.0,4590.0,Standard
HO-2024322,AZ-Desert,29,asphalt,58,superior,1,15,258979,1.186,0,0,in_ground,0,none,none,1,0,0,0,1,1243,0,6.99,4,35.5,0,26.6,35.2,0,0.0,0.0,0,0,concrete_slab,0,0,0,0,0,0,50.45,51.95,52.23,3233.0,4970.0,Standard
HO-2024323,FL-Flood,30,asphalt,59,brick_veneer,0,999,476988,1.266,0,0,above_ground,0,home_office,partial,1,0,0,0,1,3188,0,1.12,1,16.6,0,22.8,8.6,1,15.91,8.4,0,0,poured_concrete,0,0,0,0,0,0,54.16,55.09,57.09,3732.0,5740.0,Standard
HO-2024324,MN-North,12,asphalt,12,brick_veneer,0,999,351340,0.91,0,1,none,0,home_office,none,1,0,0,0,0,3381,1,5.95,3,6.8,0,42.9,48.5,0,0.0,15.49,1,0,poured_concrete,0,0,0,0,0,0,25.12,27.88,29.43,1649.0,2430.0,Preferred
HO-2024325,AZ-Desert,16,asphalt,39,masonry,1,35,325890,0.956,0,0,above_ground,1,none,none,0,1,0,1,0,1531,0,9.84,5,28.0,0,9.9,19.6,0,0.0,8.04,0,0,block,0,0,0,0,0,0,36.63,42.07,42.67,2438.0,3750.0,Standard
HO-2024326,IL-Midwest,2,tile,15,wood_frame,0,999,266086,0.856,0,0,none,0,none,none,0,0,0,0,0,2490,1,3.54,2,12.9,0,7.3,34.8,1,2.15,3.24,1,0,concrete_slab,0,0,0,0,0,0,22.3,22.45,23.29,1375.0,2020.0,Preferred
HO-2024327,NY-NE,10,asphalt,13,wood_frame,0,999,272246,0.766,1,0,none,0,home_office,partial,0,0,0,0,1,1563,1,3.18,2,29.7,0,8.9,52.5,0,0.0,2.16,0,0,poured_concrete,0,0,0,0,0,0,28.48,33.36,34.31,1905.0,2930.0,Standard
HO-2024328,CO-Mixed,26,asphalt,30,masonry,0,999,424808,1.121,0,3,none,1,home_office,none,0,0,1,0,0,2040,0,3.96,2,62.4,1,35.5,38.2,0,0.0,41.04,1,0,concrete_slab,1,0,0,0,0,1,39.99,53.76,59.68,4028.0,6200.0,Standard
HO-2024329,FL-Flood,32,asphalt,42,brick_veneer,0,999,195838,1.051,2,0,none,0,none,none,0,0,0,0,0,1701,0,1.07,1,29.8,0,31.8,25.5,1,5.74,2.53,0,0,concrete_slab,0,0,0,0,0,0,49.86,58.22,59.72,4033.0,6200.0,Standard
HO-2024330,FL-Flood,6,slate,29,masonry,0,999,519281,1.021,0,0,none,0,none,full,0,0,0,0,0,1629,0,2.7,2,20.0,0,33.4,38.3,1,3.68,10.51,0,0,poured_concrete,0,0,0,0,0,0,32.16,30.81,30.77,1715.0,2640.0,Standard
HO-2024331,WA-NW,12,tile,39,superior,0,999,305261,0.824,0,1,in_ground,0,home_office,none,1,1,0,0,0,2242,0,5.84,3,35.0,0,57.1,47.9,0,0.0,25.64,0,0,block,0,0,0,0,0,0,30.98,34.33,34.77,1931.0,2970.0,Standard
HO-2024332,CA-Wildfire,17,tile,39,wood_frame,1,18,359050,1.25,0,0,none,0,home_office,none,0,0,1,0,0,738,0,14.38,8,80.8,1,38.0,12.4,0,0.0,18.61,0,1,poured_concrete,0,0,0,0,0,0,48.05,54.07,55.42,3552.0,5470.0,Standard
HO-2024333,CA-Wildfire,20,asphalt,32,wood_frame,0,999,192823,0.95,0,0,in_ground,0,none,none,1,1,0,0,0,1707,0,13.03,7,68.2,1,56.2,20.4,0,0.0,17.49,0,0,poured_concrete,0,0,0,0,0,0,41.73,42.92,43.98,2534.0,3900.0,Standard
HO-2024334,CA-Wildfire,10,asphalt,25,wood_frame,0,999,378268,1.095,0,0,none,0,none,partial,0,0,0,1,0,5111,0,7.89,4,84.2,1,50.8,32.7,0,0.0,14.94,1,0,block,0,0,0,0,0,0,35.53,35.93,38.07,2128.0,3270.0,Standard
HO-2024335,CA-Wildfire,21,asphalt,44,wood_frame,0,999,334035,0.816,1,1,none,0,none,none,0,1,0,0,0,944,0,3.69,2,59.7,1,30.9,57.6,0,0.0,42.17,0,0,concrete_slab,1,0,0,0,0,0,44.7,51.18,56.93,3714.0,5710.0,Standard
HO-2024336,GA-SE,13,asphalt,25,masonry,0,999,372988,0.993,0,0,none,0,none,none,0,0,0,1,1,1814,0,7.44,4,14.6,0,46.3,58.0,0,0.0,14.39,1,0,poured_concrete,0,0,0,0,0,0,28.29,30.4,31.9,1774.0,2730.0,Standard
HO-2024337,AZ-Desert,17,asphalt,40,masonry,0,999,586039,1.061,0,0,none,0,home_office,none,1,0,0,1,1,2316,0,13.38,7,38.1,0,44.2,36.5,0,0.0,3.32,0,0,concrete_slab,0,0,0,0,0,0,34.62,37.56,35.67,1983.0,3050.0,Standard
HO-2024338,IL-Midwest,22,asphalt,43,brick_veneer,0,999,404877,1.066,0,0,none,0,none,none,1,0,0,1,0,1965,0,5.6,3,13.3,0,28.7,50.3,0,0.0,5.55,0,0,concrete_slab,0,0,0,0,0,0,37.9,37.05,38.3,2143.0,3300.0,Standard
HO-2024339,CA-Wildfire,18,asphalt,43,wood_frame,0,999,268747,1.042,0,3,none,0,home_office,none,1,1,0,0,0,1527,0,7.9,4,56.4,1,35.3,39.9,1,4.59,35.73,0,0,poured_concrete,0,0,0,0,0,0,43.13,50.98,52.12,3222.0,4960.0,Standard
HO-2024340,IL-Midwest,14,metal,15,wood_frame,0,999,280415,1.089,0,0,none,0,none,none,0,1,0,0,0,2826,1,7.43,4,24.2,0,24.7,53.3,0,0.0,12.08,1,0,concrete_slab,0,0,0,0,0,0,26.32,26.34,25.96,1488.0,2190.0,Preferred
HO-2024341,IL-Midwest,17,metal,32,wood_frame,0,999,463318,0.862,1,0,none,0,none,none,0,0,0,1,0,2212,0,5.34,3,8.1,0,15.7,64.3,0,0.0,8.2,0,0,concrete_slab,0,0,0,0,0,0,31.28,36.37,36.24,2016.0,3100.0,Standard
HO-2024342,TX-Hail,17,asphalt,22,masonry,0,999,561817,1.048,0,0,in_ground,0,home_office,full,1,0,0,0,0,1632,1,5.19,3,41.2,0,18.8,5.6,0,0.0,2.52,1,0,poured_concrete,0,0,0,0,0,0,35.04,33.48,32.49,1805.0,2780.0,Standard
HO-2024343,CO-Mixed,14,asphalt,27,wood_frame,0,999,419468,1.036,0,0,none,0,home_office,partial,0,0,0,0,1,2742,0,16.74,9,33.7,0,23.8,9.7,0,0.0,15.49,1,0,block,0,0,0,0,0,0,35.2,40.3,41.97,2388.0,3670.0,Standard
HO-2024344,CO-Mixed,15,asphalt,15,masonry,0,999,476419,1.052,2,0,none,0,active_business,full,1,1,0,0,1,1704,1,9.99,5,38.9,0,32.6,33.2,0,0.0,47.93,0,0,concrete_slab,0,0,0,0,0,0,31.55,39.02,40.73,2302.0,3540.0,Standard
HO-2024345,NY-NE,32,asphalt,48,brick_veneer,1,33,465363,1.03,0,0,none,0,none,partial,0,0,1,0,0,1443,0,4.97,3,4.9,0,39.6,76.6,0,0.0,1.42,0,0,poured_concrete,0,0,0,0,0,0,48.39,49.88,48.31,2880.0,4430.0,Standard
HO-2024346,NY-NE,23,metal,33,masonry,1,32,578669,0.842,0,0,none,0,none,none,1,0,0,0,0,2540,0,4.4,3,6.8,0,15.9,57.5,0,0.0,13.31,0,0,concrete_slab,0,0,0,0,0,0,37.43,37.02,37.77,2109.0,3250.0,Standard
HO-2024347,CA-Wildfire,15,asphalt,33,wood_frame,0,999,120000,0.836,0,0,in_ground,0,active_business,none,1,0,0,0,0,1119,0,6.53,4,57.1,1,53.9,47.7,0,0.0,41.43,0,1,concrete_slab,0,0,0,0,1,0,39.52,43.26,44.36,2563.0,3940.0,Standard
HO-2024348,CO-Mixed,24,slate,26,brick_veneer,0,999,473410,0.72,2,2,above_ground,0,home_office,full,0,0,0,1,0,3418,0,17.62,9,54.6,0,14.1,38.4,0,0.0,25.2,0,0,concrete_slab,0,0,0,0,0,0,37.09,54.99,56.84,3704.0,5700.0,Standard
HO-2024349,NY-NE,14,asphalt,24,brick_veneer,1,4,517723,1.134,0,0,in_ground,0,active_business,none,0,0,1,0,0,3237,0,2.69,2,27.0,0,47.1,42.9,0,0.0,7.74,0,0,block,0,0,0,0,0,0,40.24,45.73,44.98,2610.0,4020.0,Standard
HO-2024350,IL-Midwest,28,metal,56,masonry,1,24,192578,1.136,0,1,none,0,none,full,1,0,0,0,0,2510,0,2.6,2,3.9,0,12.4,59.0,0,0.0,4.56,0,0,concrete_slab,0,0,0,0,0,0,42.83,42.14,40.1,2260.0,3480.0,Standard
HO-2024351,GA-SE,21,asphalt,25,wood_frame,0,999,256006,1.138,1,0,in_ground,0,none,none,0,0,0,0,0,1663,0,5.93,3,23.2,0,42.3,51.7,0,0.0,8.36,0,0,stone_dirt,0,0,0,0,0,0,33.73,40.46,41.32,2343.0,3600.0,Standard
HO-2024352,NY-NE,17,slate,33,brick_veneer,0,999,260890,1.063,1,0,none,0,none,none,0,0,0,0,0,1299,0,7.4,4,15.9,0,26.9,39.2,0,0.0,0.0,0,0,concrete_slab,0,0,0,0,0,0,33.58,39.7,40.42,2281.0,3510.0,Standard
HO-2024353,TX-Hail,22,asphalt,47,brick_veneer,0,999,277969,0.721,0,0,none,0,home_office,none,0,0,0,0,1,700,0,2.23,2,11.5,0,30.0,44.4,0,0.0,5.92,0,0,block,0,0,0,0,0,0,43.4,46.16,47.44,2807.0,4320.0,Standard
HO-2024354,CA-Wildfire,3,tile,24,wood_frame,0,999,312559,0.876,1,0,none,0,home_office,none,0,1,0,0,0,3311,0,17.58,9,61.4,1,40.9,13.5,0,0.0,18.8,0,0,concrete_slab,0,0,0,0,0,0,31.04,39.71,40.24,2269.0,3490.0,Standard
HO-2024355,NY-NE,7,asphalt,13,wood_frame,0,999,413964,1.044,0,1,in_ground,0,none,none,0,0,0,0,0,1372,1,8.0,4,23.3,0,10.1,33.4,1,7.91,14.24,0,0,concrete_slab,0,0,0,0,0,0,27.14,31.8,32.67,1814.0,2790.0,Standard
HO-2024356,CA-Wildfire,7,asphalt,16,superior,1,26,501194,1.039,0,0,none,1,none,none,0,0,0,0,0,2365,1,9.13,5,78.3,1,24.9,23.0,0,0.0,13.56,0,0,poured_concrete,0,0,0,0,0,0,32.53,36.97,38.25,2140.0,3290.0,Standard
HO-2024357,NY-NE,19,metal,46,wood_frame,0,999,531384,0.989,1,0,none,0,none,none,0,0,0,0,0,2249,0,7.15,4,12.8,0,19.2,60.8,0,0.0,9.18,0,0,concrete_slab,0,0,0,0,0,0,37.17,43.39,44.98,2610.0,4020.0,Standard
HO-2024358,MN-North,33,metal,61,wood_frame,0,999,262704,1.072,0,0,in_ground,0,none,none,0,0,1,0,0,845,0,1.58,1,24.4,0,23.6,34.1,0,0.0,2.94,1,0,concrete_slab,0,0,0,0,0,1,43.69,46.06,47.51,2812.0,4330.0,Standard
HO-2024359,NY-NE,38,slate,48,wood_frame,1,3,261741,1.022,0,0,none,0,none,none,0,1,0,0,0,1646,0,6.51,4,26.3,0,21.8,65.6,0,0.0,13.29,0,0,concrete_slab,0,0,0,0,0,0,55.74,56.6,57.17,3741.0,5760.0,Standard
HO-2024360,CO-Mixed,23,tile,25,brick_veneer,0,999,564215,1.037,0,0,none,0,home_office,partial,0,0,0,0,1,1250,0,8.95,5,36.0,0,22.6,40.2,0,0.0,40.19,0,0,concrete_slab,0,0,0,0,0,0,37.38,40.68,39.27,2205.0,3390.0,Standard
HO-2024361,NY-NE,22,slate,41,wood_frame,0,999,470544,0.931,1,0,none,0,none,none,0,0,0,0,0,2694,0,1.64,1,10.9,0,43.3,31.9,0,0.0,14.68,0,1,poured_concrete,0,0,0,0,0,0,38.41,42.98,43.7,2513.0,3870.0,Standard
HO-2024362,CO-Mixed,1,asphalt,10,brick_veneer,0,999,391601,1.157,1,0,none,0,none,none,1,0,0,0,1,2727,1,6.79,4,34.9,0,42.7,14.2,0,0.0,22.86,1,0,concrete_slab,0,0,0,0,0,0,26.24,29.63,31.83,1770.0,2720.0,Standard
HO-2024363,IL-Midwest,13,asphalt,39,wood_frame,0,999,446267,0.96,1,0,in_ground,0,none,none,0,1,0,1,0,1916,0,2.72,2,23.3,0,41.2,47.0,0,0.0,10.56,1,0,concrete_slab,0,0,0,0,0,0,33.53,37.49,38.78,2173.0,3340.0,Standard
HO-2024364,MN-North,10,asphalt,19,wood_frame,0,999,375827,0.834,1,0,none,0,home_office,full,0,0,0,0,0,1467,1,2.13,2,32.4,0,39.0,27.8,0,0.0,15.52,1,0,poured_concrete,0,0,0,0,0,0,26.42,29.24,30.98,1726.0,2660.0,Standard
HO-2024365,CO-Mixed,12,tile,25,masonry,0,999,453441,0.912,0,0,in_ground,0,none,none,1,0,1,0,0,2240,0,13.57,7,27.4,0,6.8,39.4,0,0.0,27.86,0,1,block,0,0,0,0,1,0,31.31,34.88,37.56,2096.0,3230.0,Standard
HO-2024366,MN-North,16,asphalt,27,wood_frame,0,999,332950,0.971,1,0,none,0,active_business,full,1,0,0,0,0,2930,0,3.22,2,0.0,0,11.7,18.8,0,0.0,11.85,1,0,concrete_slab,0,0,0,0,0,0,31.01,34.43,35.3,1961.0,3020.0,Standard
HO-2024367,GA-SE,13,asphalt,27,superior,0,999,417632,1.159,0,0,in_ground,0,home_office,none,0,0,1,0,1,988,0,6.21,4,8.5,0,52.1,37.8,0,0.0,1.87,0,0,concrete_slab,0,0,0,0,0,0,29.56,35.06,34.28,1903.0,2930.0,Standard
HO-2024368,TX-Hail,0,tile,9,wood_frame,0,999,168523,1.014,1,0,none,0,none,none,0,0,0,0,1,3684,1,6.54,4,24.1,0,31.8,47.5,0,0.0,18.37,1,0,poured_concrete,0,0,0,0,0,0,24.89,30.39,30.42,1698.0,2610.0,Standard
HO-2024369,CA-Wildfire,24,slate,53,wood_frame,0,999,283710,0.994,1,2,above_ground,0,none,none,1,0,0,0,0,1917,0,15.45,8,98.2,1,51.3,33.1,0,0.0,27.35,0,1,stone_dirt,1,0,0,0,1,0,46.33,59.32,63.39,4496.0,7490.0,Rated
HO-2024370,CA-Wildfire,8,asphalt,17,wood_frame,0,999,285218,0.845,1,1,none,0,active_business,none,1,0,0,0,0,2010,1,9.68,5,56.8,1,33.2,28.1,0,0.0,19.09,0,1,poured_concrete,0,0,0,0,0,0,32.81,41.74,43.21,2477.0,3810.0,Standard
HO-2024371,CA-Wildfire,20,asphalt,45,wood_frame,0,999,327585,1.13,0,0,in_ground,0,none,none,0,0,0,0,1,3301,0,4.83,3,66.4,1,53.5,32.9,0,0.0,33.42,0,0,block,0,0,0,0,0,0,44.54,47.41,49.67,2997.0,4610.0,Standard
HO-2024372,CA-Wildfire,36,asphalt,54,superior,1,9,250288,0.929,1,0,none,1,none,partial,1,0,0,1,1,2058,0,3.61,2,75.0,1,29.6,33.7,0,0.0,22.61,0,0,stone_dirt,1,0,0,0,0,0,59.82,64.56,69.98,5460.0,9100.0,Rated
HO-2024373,AZ-Desert,9,asphalt,9,masonry,0,999,305303,1.006,1,0,none,0,active_business,none,0,0,0,1,0,2021,1,14.67,8,8.8,0,17.4,36.9,0,0.0,21.67,0,0,poured_concrete,0,0,0,0,0,0,24.23,33.35,32.97,1830.0,2820.0,Standard
HO-2024374,CA-Wildfire,0,asphalt,23,wood_frame,0,999,167982,1.227,0,0,none,0,home_office,partial,0,0,0,0,1,1414,1,7.96,4,67.8,1,30.1,26.2,0,0.0,41.56,0,0,poured_concrete,0,0,0,0,0,0,31.98,33.92,34.7,1927.0,2960.0,Standard
HO-2024375,FL-Flood,15,tile,43,brick_veneer,1,33,456818,1.091,1,0,in_ground,0,none,partial,0,0,0,0,1,1667,0,3.39,2,20.2,0,24.4,30.2,1,38.06,15.0,1,0,block,0,0,0,0,0,0,43.84,49.12,48.54,2899.0,4460.0,Standard
HO-2024376,GA-SE,27,tile,52,brick_veneer,1,20,368448,0.792,1,1,none,0,none,partial,1,1,0,0,0,1570,0,6.43,4,15.3,0,59.0,54.4,0,0.0,9.47,1,0,concrete_slab,0,0,0,0,0,1,45.98,50.1,50.65,3085.0,4750.0,Standard
HO-2024377,CA-Wildfire,35,tile,44,wood_frame,0,999,141270,0.772,1,0,none,0,home_office,none,1,0,0,0,0,775,0,9.54,5,70.0,1,32.9,40.3,0,0.0,24.27,0,0,stone_dirt,1,0,0,0,0,0,50.47,56.59,59.53,4010.0,6170.0,Standard
HO-2024378,WA-NW,6,asphalt,7,wood_frame,1,1,263123,1.011,0,0,above_ground,0,none,full,0,0,0,1,0,700,1,11.47,6,53.9,0,81.0,46.4,0,0.0,19.57,1,0,poured_concrete,0,1,0,0,0,0,32.88,34.03,38.29,2142.0,3300.0,Standard
HO-2024379,FL-Flood,22,slate,38,superior,1,34,427124,0.85,1,0,in_ground,0,none,none,0,0,0,0,0,1926,0,6.9,4,11.8,0,49.9,3.1,1,2.05,15.09,0,0,stone_dirt,0,0,0,1,0,0,43.57,50.23,52.16,3226.0,4960.0,Standard
HO-2024380,CA-Wildfire,13,asphalt,42,superior,0,999,303976,1.111,0,3,none,1,none,none,1,0,0,0,0,1064,0,16.59,9,61.5,1,53.8,42.1,0,0.0,24.51,0,0,block,0,0,0,0,0,0,38.18,51.13,50.61,3082.0,4740.0,Standard
HO-2024381,AZ-Desert,17,asphalt,40,superior,1,21,282428,1.026,0,0,none,0,none,partial,1,0,0,1,0,2589,0,9.87,5,46.0,0,14.7,20.5,1,8.33,10.56,0,1,concrete_slab,0,0,0,0,0,0,39.29,38.17,38.2,2136.0,3290.0,Standard
HO-2024382,NY-NE,41,slate,47,masonry,0,999,369557,1.043,0,0,none,0,active_business,none,0,0,0,1,1,1934,0,7.12,4,31.6,0,12.4,56.0,0,0.0,0.89,0,0,concrete_slab,0,0,0,0,0,0,47.17,51.95,53.72,3379.0,5200.0,Standard
HO-2024383,GA-SE,4,asphalt,10,brick_veneer,0,999,428103,0.921,0,0,in_ground,0,home_office,partial,0,1,0,1,1,903,1,0.62,1,8.5,0,68.3,39.1,1,10.46,12.35,0,0,concrete_slab,0,0,0,0,0,0,21.6,20.75,21.76,1315.0,1930.0,Preferred
HO-2024384,AZ-Desert,20,asphalt,39,wood_frame,0,999,178910,1.264,0,0,in_ground,0,home_office,none,0,0,0,1,1,3243,0,12.34,7,41.0,0,41.9,43.1,0,0.0,14.4,0,0,concrete_slab,0,0,0,0,0,0,39.08,44.68,44.25,2554.0,3930.0,Standard
HO-2024385,WA-NW,22,slate,48,wood_frame,0,999,457017,1.418,0,1,in_ground,0,active_business,none,1,1,0,0,1,1780,0,14.48,8,57.7,1,49.8,13.2,0,0.0,47.01,0,1,concrete_slab,1,0,0,0,1,0,40.93,48.17,55.03,3512.0,5400.0,Standard
