policy_id,location_zone,roof_age,roof_material,home_age,construction_type,prior_water_claim,months_since_water,coverage_a,rcv_ratio,prior_claims_5yr,ins_lapses,swimming_pool,trampoline,home_business,fire_sprinklers,monitored_alarm,gated_community,wood_stove,recent_reno,pet_ownership,square_footage,building_code_comply,fire_hydrant_dist,iso_class,wildfire_score,wildfire_zone,canopy_pct,crime_idx,flood_zone,flood_depth_in,slope_deg,hail_zone,burn_history,foundation_type,ix_roof_wildfire,ix_water_canopy,ix_rcv_crime,ix_flood_foundation,ix_slope_burn,ix_roof_hail,score_t1,score_glm,final_risk_score,expected_loss,indicative_premium,decision
HO-2027095,AZ-Desert,20,asphalt,37,brick_veneer,1,32,611093,1.055,2,0,none,0,none,full,0,0,0,0,1,3037,0,10.1,6,24.9,0,18.3,6.7,0,0.0,6.64,1,0,poured_concrete,0,0,0,0,0,0,38.94,47.74,49.42,2976.0,4580.0,Standard
HO-2027096,MN-North,20,asphalt,39,wood_frame,0,999,532407,1.031,1,0,none,0,none,none,0,0,0,1,1,1564,0,0.52,1,24.7,0,13.3,38.3,0,0.0,2.29,1,0,concrete_slab,0,0,0,0,0,0,35.48,39.66,39.98,2252.0,3460.0,Standard
HO-2027097,CA-Wildfire,28,tile,30,wood_frame,0,999,341074,1.145,1,0,in_ground,0,none,none,0,1,0,0,0,1880,0,7.78,4,93.3,1,52.0,36.5,1,3.59,39.31,0,0,block,1,0,0,0,0,0,44.3,50.13,54.32,3438.0,5290.0,Standard
HO-2027098,CA-Wildfire,25,tile,47,masonry,0,999,549895,1.138,1,0,none,0,none,none,0,1,1,0,0,1854,0,6.16,4,71.2,1,38.6,56.4,0,0.0,27.77,0,0,stone_dirt,1,0,0,0,0,0,44.88,50.41,54.7,3478.0,5350.0,Standard
HO-2027099,CO-Mixed,15,tile,44,brick_veneer,0,999,457680,1.07,0,0,none,0,home_office,full,1,0,0,0,0,2031,0,16.52,9,28.3,0,23.7,27.8,0,0.0,11.86,0,0,concrete_slab,0,0,0,0,0,0,37.61,39.2,41.52,2356.0,3620.0,Standard
HO-2027100,CA-Wildfire,7,tile,24,wood_frame,0,999,548869,1.109,1,0,none,0,home_office,none,0,0,0,1,0,2358,0,17.68,9,57.6,1,48.4,39.8,0,0.0,15.83,0,0,stone_dirt,0,0,0,0,0,0,33.02,42.49,42.54,2429.0,3740.0,Standard
HO-2027101,WA-NW,21,asphalt,39,wood_frame,0,999,129048,0.946,2,1,in_ground,0,none,none,0,0,0,0,0,2062,0,12.24,7,22.4,0,59.6,29.9,0,0.0,32.23,0,0,concrete_slab,0,0,0,0,0,0,38.57,53.27,54.03,3409.0,5250.0,Standard
HO-2027102,MN-North,27,asphalt,35,brick_veneer,0,999,322839,1.095,0,0,above_ground,0,none,none,0,0,0,0,0,1877,0,2.49,2,35.3,0,10.8,5.9,0,0.0,9.97,0,0,concrete_slab,0,0,0,0,0,0,37.19,39.7,40.69,2299.0,3540.0,Standard
HO-2027103,CO-Mixed,24,tile,47,wood_frame,1,26,600281,0.8,0,0,none,0,none,none,0,0,0,0,0,1006,0,9.49,5,31.5,0,17.6,22.9,0,0.0,11.26,1,0,concrete_slab,0,0,0,0,0,1,45.97,48.54,49.39,2973.0,4570.0,Standard
HO-2027104,FL-Flood,27,asphalt,44,superior,0,999,751277,1.023,0,1,none,1,home_office,none,0,0,0,0,1,1799,0,6.53,4,15.0,0,44.2,17.9,0,0.0,8.43,0,0,concrete_slab,0,0,0,0,0,0,46.3,55.35,55.54,3565.0,5490.0,Standard
HO-2027105,CO-Mixed,16,asphalt,37,masonry,0,999,325431,1.125,0,1,none,0,none,none,0,1,0,0,1,1807,0,10.44,6,40.5,0,35.9,53.7,0,0.0,36.41,1,0,stone_dirt,0,0,0,0,0,0,36.71,41.46,42.24,2407.0,3700.0,Standard
HO-2027106,AZ-Desert,13,asphalt,28,wood_frame,0,999,322994,0.919,1,0,none,0,none,none,1,0,0,0,1,2840,0,6.34,4,41.5,0,25.7,46.9,0,0.0,0.0,0,0,block,0,0,0,0,0,0,31.72,36.2,38.36,2146.0,3300.0,Standard
HO-2027107,CA-Wildfire,11,asphalt,24,masonry,1,30,475628,1.04,3,0,none,0,home_office,none,0,0,1,0,0,1119,0,16.63,9,82.3,1,55.5,29.5,0,0.0,29.8,0,0,concrete_slab,0,0,0,0,0,0,36.93,55.54,55.42,3552.0,5460.0,Standard
HO-2027108,NY-NE,17,metal,35,wood_frame,0,999,428196,1.062,0,0,none,0,none,none,1,0,0,1,1,2490,0,1.84,1,26.5,0,11.0,59.4,0,0.0,2.42,0,0,block,0,0,0,0,0,0,33.92,32.64,32.52,1807.0,2780.0,Standard
HO-2027109,NY-NE,17,asphalt,44,brick_veneer,0,999,454659,0.895,0,0,none,0,home_office,none,1,0,1,1,0,1650,0,6.28,4,23.5,0,13.6,78.2,0,0.0,4.04,0,0,poured_concrete,0,0,0,0,0,0,37.62,39.4,40.56,2291.0,3520.0,Standard
HO-2027110,NY-NE,19,asphalt,47,wood_frame,1,23,120000,1.178,0,0,above_ground,0,home_office,partial,0,0,0,1,1,2233,0,1.97,1,25.9,0,21.2,56.7,0,0.0,10.17,0,0,poured_concrete,0,0,1,0,0,0,47.15,49.89,52.05,3216.0,4950.0,Standard
HO-2027111,FL-Flood,16,tile,37,wood_frame,0,999,346576,1.065,0,0,none,1,none,partial,0,0,0,0,1,3512,0,2.56,2,9.2,0,46.6,34.0,1,17.78,10.34,0,0,poured_concrete,0,0,0,0,0,0,41.1,44.24,44.96,2609.0,4010.0,Standard
HO-2027112,AZ-Desert,16,asphalt,45,masonry,0,999,492748,0.785,0,0,none,0,home_office,partial,1,0,0,0,0,3126,0,10.09,6,55.7,1,30.5,42.2,0,0.0,1.95,0,1,concrete_slab,0,0,0,0,0,0,35.12,36.31,36.91,2057.0,3160.0,Standard
HO-2027113,CA-Wildfire,11,metal,25,brick_veneer,0,999,120000,1.033,1,0,in_ground,0,none,none,0,0,0,0,0,2343,0,17.41,9,100.0,1,42.9,27.5,0,0.0,8.11,0,0,concrete_slab,0,0,0,0,0,0,32.55,42.09,42.95,2458.0,3780.0,Standard
HO-2027114,TX-Hail,26,asphalt,46,brick_veneer,0,999,153563,1.224,0,1,none,0,none,none,0,0,0,0,0,1710,0,3.17,2,24.6,0,35.3,30.2,1,6.0,15.01,1,0,poured_concrete,0,0,0,0,0,1,46.84,50.31,51.99,3210.0,4940.0,Standard
HO-2027115,GA-SE,18,slate,43,wood_frame,0,999,131653,1.019,2,0,above_ground,1,home_office,partial,1,0,1,1,0,1184,0,2.17,2,11.1,0,40.2,63.3,0,0.0,8.74,0,0,concrete_slab,0,0,0,0,0,0,34.31,46.46,46.33,2716.0,4180.0,Standard
HO-2027116,AZ-Desert,16,asphalt,19,superior,0,999,471101,0.929,0,0,none,1,home_office,none,0,0,0,0,0,1896,1,10.02,6,22.6,0,31.9,30.7,0,0.0,0.0,0,0,stone_dirt,0,0,0,0,0,0,28.87,34.99,33.49,1859.0,2860.0,Standard
HO-2027117,CA-Wildfire,11,asphalt,22,wood_frame,0,999,249854,0.944,0,0,none,0,home_office,none,0,1,0,0,0,3240,1,7.08,4,70.5,1,47.5,6.7,0,0.0,24.19,0,1,poured_concrete,0,0,0,0,1,0,35.33,36.31,38.59,2161.0,3320.0,Standard
HO-2027118,FL-Flood,6,asphalt,12,wood_frame,0,999,211865,0.998,0,1,none,0,none,none,1,0,0,0,1,2792,1,2.6,2,24.6,0,33.6,38.7,0,0.0,13.91,0,0,concrete_slab,0,0,0,0,0,0,31.9,32.88,35.56,1976.0,3040.0,Standard
HO-2027119,TX-Hail,29,asphalt,39,wood_frame,0,999,387697,0.85,1,0,none,0,active_business,none,0,0,0,0,1,2121,0,6.69,4,12.8,0,42.4,50.1,0,0.0,14.05,1,0,block,0,0,0,0,0,1,45.88,55.15,56.14,3629.0,5580.0,Standard
HO-2027120,FL-Flood,22,slate,47,masonry,0,999,206319,1.216,1,1,above_ground,0,active_business,partial,0,0,1,0,0,2337,0,7.69,4,8.0,0,38.6,21.3,1,3.62,1.94,0,0,block,0,0,0,0,0,0,45.24,58.05,60.98,4186.0,6980.0,Rated
HO-2027121,FL-Flood,3,asphalt,9,wood_frame,0,999,443223,1.149,0,0,in_ground,0,none,none,0,0,0,0,0,1612,1,6.71,4,20.2,0,5.3,40.0,0,0.0,8.71,0,0,poured_concrete,0,0,0,0,0,0,29.89,31.83,31.95,1776.0,2730.0,Standard
HO-2027122,CA-Wildfire,24,tile,43,wood_frame,0,999,717949,1.171,0,0,in_ground,0,none,none,0,0,0,1,0,2362,0,16.13,9,77.9,1,37.9,61.9,0,0.0,25.16,0,1,block,1,0,1,0,1,0,46.74,51.59,59.46,4003.0,6160.0,Standard
HO-2027123,CO-Mixed,26,asphalt,28,brick_veneer,0,999,328382,0.81,1,0,none,0,active_business,none,0,0,0,1,0,1943,0,7.9,4,39.5,0,46.1,41.4,0,0.0,20.07,1,0,block,0,0,0,0,0,1,40.26,48.59,50.48,3070.0,4720.0,Standard
HO-2027124,AZ-Desert,19,slate,22,masonry,0,999,120000,1.038,0,0,none,0,active_business,none,1,0,0,0,1,1979,1,3.78,2,23.4,0,22.4,18.2,0,0.0,3.93,0,0,poured_concrete,0,0,0,0,0,0,29.99,31.38,31.52,1754.0,2700.0,Standard
HO-2027125,NY-NE,32,slate,33,wood_frame,1,20,316594,1.171,0,0,none,0,active_business,none,1,0,0,0,1,2072,0,2.89,2,5.1,0,12.8,39.8,0,0.0,9.6,0,0,concrete_slab,0,0,0,0,0,0,48.61,50.91,51.48,3162.0,4860.0,Standard
HO-2027126,AZ-Desert,19,asphalt,38,brick_veneer,0,999,448594,0.887,0,0,none,0,none,none,1,0,0,0,0,1316,0,14.87,8,50.9,0,29.6,27.9,0,0.0,5.93,0,0,concrete_slab,0,0,0,0,0,0,35.89,37.97,36.3,2020.0,3110.0,Standard
HO-2027127,CA-Wildfire,5,asphalt,19,wood_frame,0,999,434602,1.01,0,0,in_ground,0,home_office,none,0,1,0,0,0,2438,1,8.82,5,46.6,0,46.5,30.8,0,0.0,29.31,1,0,concrete_slab,0,0,0,0,0,0,31.85,34.38,34.5,1915.0,2950.0,Standard
HO-2027128,MN-North,21,tile,40,masonry,1,11,497381,0.866,1,1,none,0,none,none,0,0,0,1,1,1917,0,6.07,4,36.1,0,40.9,56.2,1,0.5,0.22,0,0,poured_concrete,0,0,0,0,0,0,41.84,50.07,49.75,3005.0,4620.0,Standard
HO-2027129,GA-SE,20,asphalt,31,brick_veneer,0,999,296868,1.137,1,0,none,0,none,partial,1,0,0,0,1,2318,0,7.14,4,26.8,0,58.7,19.5,1,0.5,12.43,0,0,concrete_slab,0,0,0,0,0,0,33.73,37.06,39.21,2201.0,3390.0,Standard
HO-2027130,WA-NW,12,asphalt,32,brick_veneer,1,29,340795,0.99,0,1,none,0,active_business,none,0,0,0,0,0,2628,0,7.11,4,55.6,1,55.4,51.2,0,0.0,42.56,0,0,poured_concrete,0,0,0,0,0,0,34.76,42.15,44.09,2543.0,3910.0,Standard
HO-2027131,GA-SE,23,tile,39,brick_veneer,0,999,120000,1.007,0,0,none,0,home_office,none,0,0,0,1,1,1167,0,6.25,4,21.9,0,71.5,59.9,0,0.0,3.27,0,0,poured_concrete,0,0,0,0,0,0,35.93,39.16,40.03,2255.0,3470.0,Standard
HO-2027132,MN-North,2,metal,19,wood_frame,0,999,465967,0.862,1,0,none,1,none,partial,0,1,0,0,0,1272,1,3.67,2,6.8,0,20.4,16.2,0,0.0,6.88,0,0,poured_concrete,0,0,0,0,0,0,19.97,24.48,23.68,1391.0,2050.0,Preferred
HO-2027133,IL-Midwest,26,slate,33,masonry,0,999,196576,1.237,0,0,none,0,none,none,0,0,0,0,1,1964,0,4.15,3,29.9,0,34.6,29.1,0,0.0,13.14,1,0,stone_dirt,0,0,0,0,0,1,36.78,38.55,40.85,2310.0,3550.0,Standard
HO-2027134,TX-Hail,10,tile,33,brick_veneer,1,11,408008,1.027,0,0,in_ground,0,none,none,0,0,0,1,1,3349,0,6.1,4,25.1,0,13.4,46.0,0,0.0,16.23,1,0,concrete_slab,0,0,0,0,0,0,42.14,44.78,45.05,2616.0,4020.0,Standard
HO-2027135,NY-NE,9,asphalt,16,wood_frame,0,999,258026,1.131,0,1,none,0,none,none,0,1,0,0,0,1849,1,7.23,4,9.0,0,34.1,50.6,0,0.0,12.5,0,0,block,0,0,0,0,0,0,28.75,31.17,31.96,1777.0,2730.0,Standard
HO-2027136,WA-NW,16,metal,20,wood_frame,0,999,367838,1.074,1,2,none,0,none,none,0,0,0,0,1,1671,1,16.38,9,32.3,0,55.5,38.9,0,0.0,31.02,0,0,concrete_slab,0,0,0,0,0,0,29.56,42.5,44.16,2547.0,3920.0,Standard
HO-2027137,AZ-Desert,21,asphalt,44,masonry,0,999,514179,0.893,0,0,none,0,none,full,0,0,0,0,0,912,0,14.53,8,52.9,0,12.3,28.0,0,0.0,6.23,0,0,stone_dirt,0,0,0,0,0,0,37.32,38.97,39.56,2224.0,3420.0,Standard
HO-2027138,IL-Midwest,19,asphalt,27,brick_veneer,1,4,318794,0.79,0,0,above_ground,0,none,none,1,0,0,0,0,1669,0,3.16,2,2.7,0,38.2,70.5,0,0.0,16.31,1,0,poured_concrete,0,0,0,0,0,0,41.2,42.38,42.33,2413.0,3710.0,Standard
HO-2027139,CA-Wildfire,11,metal,40,wood_frame,0,999,276447,0.993,0,0,none,0,active_business,none,0,0,0,0,1,3038,0,4.45,3,54.4,0,52.5,35.3,0,0.0,44.23,0,0,concrete_slab,0,0,0,0,0,0,36.51,41.14,42.56,2430.0,3740.0,Standard
HO-2027140,CO-Mixed,13,asphalt,32,superior,0,999,380361,1.175,0,0,in_ground,0,none,full,0,0,0,1,0,2587,0,4.3,3,46.5,0,11.3,48.4,0,0.0,10.24,1,1,poured_concrete,0,0,0,0,0,0,35.03,34.43,37.08,2067.0,3180.0,Standard
HO-2027141,MN-North,7,asphalt,26,wood_frame,0,999,290052,0.744,0,0,none,0,home_office,full,1,0,0,1,0,1786,0,5.0,3,18.8,0,22.0,37.6,0,0.0,17.91,0,0,block,0,0,0,0,0,0,26.44,24.45,26.04,1492.0,2190.0,Preferred
HO-2027142,NY-NE,15,tile,37,brick_veneer,0,999,248145,1.293,0,0,none,0,none,none,0,0,0,0,0,3470,0,3.84,2,28.0,0,31.3,50.9,0,0.0,20.5,0,0,concrete_slab,0,0,0,0,0,0,36.02,37.32,38.26,2140.0,3290.0,Standard
HO-2027143,IL-Midwest,27,asphalt,31,brick_veneer,0,999,641322,1.137,0,0,none,0,none,none,0,0,0,0,1,2705,0,5.04,3,22.4,0,42.6,41.4,0,0.0,12.1,0,0,poured_concrete,0,0,0,0,0,0,37.77,39.83,39.64,2229.0,3430.0,Standard
HO-2027144,FL-Flood,17,asphalt,43,superior,0,999,120321,1.047,1,0,none,0,none,none,0,0,0,0,1,1069,0,3.78,2,27.2,0,11.6,36.2,1,7.99,16.67,0,0,concrete_slab,0,0,0,0,0,0,41.34,46.98,47.03,2773.0,4270.0,Standard
HO-2027145,CO-Mixed,25,asphalt,34,wood_frame,0,999,471540,1.004,0,0,none,0,active_business,full,0,0,0,0,1,1807,0,9.05,5,45.4,0,27.1,4.0,1,0.5,34.43,1,1,block,0,0,0,0,1,1,41.91,45.2,48.56,2901.0,4460.0,Standard
HO-2027146,GA-SE,31,asphalt,31,brick_veneer,0,999,361016,1.14,0,0,none,0,none,none,0,0,0,1,1,1699,0,4.65,3,29.8,0,49.7,62.7,0,0.0,15.66,0,0,concrete_slab,0,0,0,0,0,0,38.97,40.42,41.13,2329.0,3580.0,Standard
HO-2027147,AZ-Desert,12,metal,35,brick_veneer,1,36,264383,0.849,1,1,none,0,home_office,full,1,0,0,0,0,1695,0,7.85,4,26.3,0,50.0,25.3,0,0.0,0.96,0,0,concrete_slab,0,0,0,0,0,0,29.26,35.0,34.42,1911.0,2940.0,Standard
HO-2027148,WA-NW,16,asphalt,19,wood_frame,0,999,428636,1.082,0,0,none,0,home_office,partial,0,1,0,1,1,2694,1,10.61,6,30.7,0,53.9,30.3,1,5.67,45.22,0,0,concrete_slab,0,0,0,0,0,0,32.0,32.75,33.18,1842.0,2830.0,Standard
HO-2027149,CO-Mixed,37,asphalt,60,superior,0,999,384816,1.063,0,0,none,0,none,none,0,0,0,1,0,971,0,9.56,5,48.0,0,31.4,35.3,0,0.0,46.22,0,0,concrete_slab,0,0,0,0,0,0,50.76,52.77,56.55,3673.0,5650.0,Standard
HO-2027150,NY-NE,30,asphalt,45,masonry,1,20,564874,1.271,0,0,in_ground,0,none,none,0,1,0,0,0,1708,0,7.05,4,8.0,0,40.8,35.3,0,0.0,14.59,0,0,concrete_slab,0,0,0,0,0,0,50.4,52.09,51.6,3173.0,4880.0,Standard
HO-2027151,FL-Flood,2,tile,19,masonry,0,999,221169,0.969,1,0,none,1,none,full,0,1,0,0,0,2294,1,5.45,3,23.5,0,24.4,28.6,1,21.11,11.51,0,0,block,0,0,0,0,0,0,29.0,32.92,35.87,1994.0,3070.0,Standard
HO-2027152,AZ-Desert,21,tile,48,masonry,0,999,307740,1.026,1,0,none,0,none,none,0,0,0,0,1,1613,0,9.42,5,50.5,0,11.3,23.0,1,11.93,0.0,0,0,block,0,0,0,0,0,0,37.33,44.35,44.31,2559.0,3940.0,Standard
HO-2027153,CO-Mixed,18,asphalt,29,masonry,0,999,521624,1.011,0,0,none,0,none,full,0,0,0,0,0,1237,0,7.82,4,41.3,0,17.6,29.2,0,0.0,14.12,1,0,concrete_slab,0,0,0,0,0,0,35.93,35.81,36.0,2002.0,3080.0,Standard
HO-2027154,CO-Mixed,25,asphalt,44,brick_veneer,1,14,351305,0.948,0,0,above_ground,0,home_office,none,0,0,0,0,0,895,0,9.18,5,49.8,0,8.1,21.5,0,0.0,33.44,1,1,poured_concrete,0,0,0,0,1,1,48.68,54.38,58.43,3882.0,5970.0,Standard
HO-2027155,NY-NE,11,tile,25,wood_frame,1,9,456545,1.227,1,0,in_ground,1,none,full,1,1,0,0,1,2775,0,2.99,2,19.5,0,34.5,65.7,0,0.0,10.08,0,0,poured_concrete,0,0,1,0,0,0,40.55,44.54,48.05,2858.0,4400.0,Standard
HO-2027156,MN-North,10,asphalt,27,masonry,0,999,550072,0.884,1,0,in_ground,0,none,none,0,0,0,1,1,1506,0,5.75,3,13.3,0,11.0,0.9,0,0.0,11.16,1,0,poured_concrete,0,0,0,0,0,0,26.54,32.69,33.87,1880.0,2890.0,Standard
HO-2027157,CA-Wildfire,11,asphalt,15,brick_veneer,0,999,458706,0.808,0,0,in_ground,0,active_business,none,0,0,0,0,0,2009,1,13.97,7,78.7,1,53.0,20.2,0,0.0,26.63,0,0,concrete_slab,0,0,0,0,0,0,33.01,39.4,39.83,2242.0,3450.0,Standard
HO-2027158,GA-SE,12,asphalt,37,brick_veneer,0,999,294441,1.054,1,0,none,0,home_office,full,0,0,0,0,0,2333,0,3.2,2,7.6,0,51.1,50.4,0,0.0,19.49,0,0,concrete_slab,0,0,0,0,0,0,31.16,35.36,35.24,1958.0,3010.0,Standard
HO-2027159,FL-Flood,25,asphalt,50,brick_veneer,0,999,330861,0.919,0,0,none,0,none,none,1,0,0,1,0,2463,0,5.46,3,12.4,0,31.2,40.2,1,9.36,9.18,0,0,poured_concrete,0,0,0,0,0,0,48.18,47.22,48.92,2932.0,4510.0,Standard
HO-2027160,CO-Mixed,7,metal,20,brick_veneer,0,999,551259,1.056,0,0,above_ground,0,home_office,partial,0,0,0,0,1,1902,1,13.79,7,52.5,0,30.9,16.9,0,0.0,45.73,0,1,concrete_slab,0,0,0,0,1,0,26.95,32.17,34.17,1896.0,2920.0,Standard
HO-2027161,CA-Wildfire,12,slate,35,superior,0,999,401729,1.109,1,0,none,0,none,none,0,0,0,0,0,1756,0,4.16,3,82.0,1,21.3,17.0,1,1.38,29.56,0,0,block,0,0,0,0,0,0,34.46,39.62,39.96,2250.0,3460.0,Standard
HO-2027162,FL-Flood,1,tile,27,masonry,0,999,351478,1.04,0,0,above_ground,0,none,none,0,0,0,0,0,1727,0,4.12,3,1.1,0,49.8,8.4,1,5.65,1.03,0,0,poured_concrete,0,0,0,0,0,0,30.24,33.2,33.5,1859.0,2860.0,Standard
HO-2027163,IL-Midwest,27,slate,33,wood_frame,0,999,433705,1.023,0,0,above_ground,0,none,none,0,0,0,0,0,1747,0,4.28,3,19.9,0,31.3,34.9,0,0.0,6.69,1,0,concrete_slab,0,0,0,0,0,1,37.19,40.36,42.98,2460.0,3780.0,Standard
HO-2027164,CA-Wildfire,29,tile,39,brick_veneer,1,10,200208,0.731,0,0,none,1,none,partial,1,0,0,0,0,1528,0,8.15,5,86.9,1,59.8,39.5,0,0.0,35.79,0,0,poured_concrete,1,0,0,0,0,0,53.95,56.16,60.42,4118.0,6860.0,Rated
HO-2027165,IL-Midwest,15,metal,29,brick_veneer,0,999,346854,1.098,3,1,none,0,none,none,0,0,0,1,0,2391,0,5.22,3,23.4,0,10.2,35.1,0,0.0,4.68,1,0,poured_concrete,0,0,0,0,0,0,28.97,44.24,45.56,2655.0,4080.0,Standard
HO-2027166,MN-North,15,asphalt,35,wood_frame,1,29,369005,1.047,1,1,none,0,home_office,none,0,0,0,0,0,1927,0,4.59,3,8.6,0,7.6,36.9,0,0.0,12.84,1,0,concrete_slab,0,0,0,0,0,0,34.99,44.23,43.36,2488.0,3830.0,Standard
HO-2027167,CA-Wildfire,22,asphalt,32,superior,0,999,366716,1.282,0,0,none,1,active_business,none,0,1,0,0,0,2858,0,13.0,7,68.1,1,25.2,52.4,0,0.0,20.35,0,0,poured_concrete,1,0,0,0,0,0,41.99,50.09,54.0,3406.0,5240.0,Standard
HO-2027168,WA-NW,31,tile,37,wood_frame,0,999,324802,1.179,0,1,above_ground,0,home_office,partial,1,1,1,1,0,2830,0,17.79,9,37.8,0,78.6,21.3,0,0.0,16.68,0,0,poured_concrete,0,0,0,0,0,0,43.69,49.89,50.4,3063.0,4710.0,Standard
HO-2027169,CO-Mixed,21,tile,41,brick_veneer,1,7,336767,0.813,0,0,none,0,none,full,0,0,0,0,1,2606,0,6.09,4,29.7,0,36.7,39.4,0,0.0,19.19,1,0,poured_concrete,0,0,0,0,0,1,47.95,48.0,49.19,2956.0,4550.0,Standard
HO-2027170,NY-NE,11,asphalt,33,superior,0,999,364044,1.168,0,0,none,1,home_office,full,0,0,0,0,0,3098,0,4.76,3,5.1,0,16.5,44.4,0,0.0,3.53,0,0,concrete_slab,0,0,0,0,0,0,32.52,36.04,39.18,2199.0,3380.0,Standard
HO-2027171,FL-Flood,3,asphalt,22,masonry,0,999,584438,0.838,0,0,none,0,none,none,0,0,0,0,1,2011,1,1.16,1,32.8,0,45.5,51.1,1,7.47,14.51,0,0,concrete_slab,0,0,0,0,0,0,30.95,31.1,32.18,1789.0,2750.0,Standard
HO-2027172,TX-Hail,7,asphalt,26,brick_veneer,0,999,120000,1.137,0,0,none,0,none,none,0,1,0,0,0,2182,0,2.18,2,10.7,0,42.6,27.1,0,0.0,7.51,0,1,poured_concrete,0,0,0,0,0,0,31.95,31.43,33.24,1845.0,2840.0,Standard
HO-2027173,TX-Hail,18,asphalt,43,superior,0,999,477856,1.224,0,0,above_ground,0,home_office,full,1,0,0,0,0,1777,0,7.33,4,29.2,0,40.1,35.3,0,0.0,9.21,0,0,concrete_slab,0,0,0,0,0,0,40.81,41.9,42.31,2412.0,3710.0,Standard
HO-2027174,CA-Wildfire,12,asphalt,15,masonry,0,999,367852,1.281,1,1,none,0,none,none,0,1,0,0,0,1365,1,8.96,5,86.4,1,54.1,32.0,1,9.65,45.61,0,1,block,0,0,0,0,1,0,34.43,41.14,44.11,2544.0,3910.0,Standard
HO-2027175,TX-Hail,19,asphalt,45,superior,0,999,371347,0.965,1,0,none,1,none,partial,1,1,0,0,1,3270,0,4.25,3,26.0,0,44.7,38.2,1,0.88,0.0,1,0,block,0,0,0,0,0,0,40.04,44.42,45.66,2663.0,4100.0,Standard
HO-2027176,AZ-Desert,13,slate,36,brick_veneer,0,999,323132,1.119,0,0,none,0,none,none,0,0,0,0,1,1564,0,12.05,7,43.1,0,47.0,39.3,0,0.0,11.53,0,0,concrete_slab,0,0,0,0,0,0,30.92,34.81,34.95,1941.0,2990.0,Standard
HO-2027177,GA-SE,8,tile,8,brick_veneer,0,999,450253,1.161,0,0,in_ground,0,none,none,0,0,0,0,0,2497,1,3.88,2,20.8,0,73.1,60.6,0,0.0,5.45,0,0,stone_dirt,0,0,1,0,0,0,23.86,25.18,26.94,1532.0,2250.0,Preferred
HO-2027178,WA-NW,7,slate,32,masonry,0,999,513028,1.086,0,0,in_ground,0,none,partial,0,0,0,1,0,1610,0,10.85,6,43.7,0,63.3,25.0,0,0.0,34.82,0,0,concrete_slab,0,0,0,0,0,0,27.12,29.18,30.4,1697.0,2610.0,Standard
HO-2027179,AZ-Desert,32,slate,52,wood_frame,1,24,120000,0.786,0,0,none,0,active_business,none,1,1,0,0,1,3639,0,3.71,2,27.4,0,26.0,40.4,0,0.0,8.94,0,0,concrete_slab,0,0,0,0,0,0,46.78,48.01,46.63,2740.0,4220.0,Standard
HO-2027180,CA-Wildfire,26,asphalt,53,masonry,1,22,673151,1.042,0,0,above_ground,0,home_office,none,0,0,1,1,0,2418,0,13.92,7,88.3,1,44.3,9.1,0,0.0,11.0,0,0,concrete_slab,1,0,0,0,0,0,52.94,59.94,64.81,4688.0,7810.0,Rated
HO-2027181,FL-Flood,33,asphalt,58,superior,0,999,400177,1.1,1,2,none,0,none,none,1,0,0,0,1,1446,0,1.99,1,31.3,0,21.7,39.6,1,4.64,9.22,0,0,concrete_slab,0,0,0,0,0,0,52.15,60.34,60.91,4177.0,6960.0,Rated
HO-2027182,FL-Flood,22,asphalt,23,brick_veneer,1,3,395356,1.02,0,0,none,1,active_business,none,0,0,0,1,0,2124,1,3.52,2,18.5,0,13.7,9.7,0,0.0,19.26,0,0,poured_concrete,0,0,0,0,0,0,49.27,54.22,55.23,3533.0,5430.0,Standard
HO-2027183,FL-Flood,14,metal,39,wood_frame,0,999,184809,0.9,0,1,in_ground,0,none,none,1,0,0,0,0,2174,0,5.99,3,24.5,0,29.4,37.1,1,1.95,13.77,0,0,concrete_slab,0,0,0,0,0,0,38.75,41.95,42.79,2447.0,3760.0,Standard
HO-2027184,IL-Midwest,29,asphalt,32,wood_frame,0,999,300059,0.992,1,0,none,0,home_office,partial,0,0,0,0,0,3631,0,3.94,2,16.0,0,27.8,71.6,0,0.0,18.3,1,0,block,0,0,0,0,0,1,39.68,45.35,47.29,2794.0,4300.0,Standard
HO-2027185,IL-Midwest,17,tile,21,wood_frame,0,999,570269,1.146,0,0,none,0,active_business,none,1,0,0,0,0,2427,1,3.75,2,1.4,0,16.9,62.0,0,0.0,7.86,1,0,concrete_slab,0,0,0,0,0,0,30.8,32.0,33.02,1833.0,2820.0,Standard
HO-2027186,FL-Flood,19,asphalt,42,brick_veneer,0,999,389614,1.075,1,0,above_ground,0,home_office,full,1,0,0,0,1,700,0,6.23,4,12.9,0,44.1,43.2,1,7.38,5.39,0,0,poured_concrete,0,0,0,0,0,0,43.67,49.02,50.24,3048.0,4690.0,Standard
HO-2027187,FL-Flood,17,metal,18,wood_frame,1,20,438206,1.085,0,0,none,0,home_office,full,0,0,0,1,0,1250,1,4.79,3,2.5,0,38.2,5.9,0,0.0,5.86,0,0,poured_concrete,0,0,0,0,0,0,41.26,39.96,40.2,2267.0,3490.0,Standard
