policy_id,location_zone,loc_off,roof_age,mat_r,home_age,cnst_r,prior_water_claim,months_since_water,rec_f,coverage_a,rcv_ratio,rcv_os,prior_claims_5yr,ins_lapses,pool_r,trampoline,biz_r,sprnk_v,monitored_alarm,gated_community,wood_stove,recent_reno,pet_ownership,building_code_comply,fire_hydrant_dist,iso_class,crime_idx,wildfire_score,wildfire_zone,canopy_pct,flood_zone,flood_depth_in,slope_deg,hail_zone,burn_history,fnd_r,ix_roof_wildfire,ix_water_canopy,ix_rcv_crime,ix_flood_foundation,ix_slope_burn,ix_roof_hail,eta_t1,eta_glm,delta_gam,eta_final,final_risk_score,expected_loss,decision
HO-2025585,TX-Hail,0.13,29,2,54,1,0,999,0,441289,0.891,0,1,0,2,0,0,0,0,0,0,0,0,0,2.79,2,27.6,3.5,0,22.5,0,0.0,9.53,1,0,1,0,0,0,0,0,1,9.822,10.2017,0.1006,10.3761,56.37,3653.0,Standard
HO-2025586,AZ-Desert,-0.11,16,3,36,1,1,8,3,667606,1.02,0,0,0,1,0,2,-1,1,1,1,0,1,0,3.35,2,27.0,24.2,0,44.7,1,3.67,8.4,0,0,0,0,0,0,0,0,0,9.5324,9.6271,0.0376,9.6547,43.65,2509.0,Standard
HO-2025587,CO-Mixed,0.07,28,2,40,3,1,14,2,145213,1.106,0,0,0,0,0,2,-2,0,0,0,0,0,0,6.57,4,46.9,70.4,1,13.0,0,0.0,36.99,1,1,0,1,0,0,0,1,1,9.9709,10.1111,0.377,10.4452,57.59,3787.0,Standard
HO-2025588,CO-Mixed,0.07,13,1,35,3,0,999,0,388339,1.119,0,0,0,2,0,0,0,0,0,0,0,0,0,13.13,7,46.9,32.7,0,36.6,0,0.0,35.47,1,0,0,0,0,0,0,0,0,9.1461,9.4596,0.0548,9.5708,42.17,2402.0,Standard
HO-2025589,AZ-Desert,-0.11,20,3,33,3,0,999,0,457616,1.26,1,0,0,0,0,0,0,1,1,0,0,0,0,6.25,4,22.1,26.0,0,14.1,1,6.37,7.89,0,0,0,0,0,0,0,0,0,9.3237,9.2418,0.041,9.4034,39.21,2201.0,Standard
HO-2025590,AZ-Desert,-0.11,19,3,30,3,0,999,0,585775,1.085,0,1,1,0,0,0,0,0,0,0,0,0,0,12.75,7,26.9,32.8,0,41.9,0,0.0,10.28,0,0,0,0,0,0,0,0,0,9.1675,9.729,0.0307,9.716,44.73,2590.0,Standard
HO-2025591,MN-North,-0.22,17,2,39,3,0,999,0,442541,1.007,0,1,1,0,0,1,0,1,0,0,1,1,0,6.47,4,29.2,5.5,0,47.3,0,0.0,0.0,1,1,0,0,0,0,0,0,0,9.0601,9.4889,0.0002,9.5092,41.08,2326.0,Standard
HO-2025592,TX-Hail,0.13,14,0,26,1,0,999,0,122168,1.098,0,2,1,0,0,0,0,0,0,1,1,0,0,0.76,1,25.4,10.1,0,11.7,0,0.0,8.38,1,0,0,0,0,0,0,0,0,8.9848,9.6049,0.0262,9.6065,42.79,2447.0,Standard
HO-2025593,CA-Wildfire,0.22,21,2,30,3,0,999,0,199971,0.942,0,0,0,0,1,1,-1,0,0,0,0,1,0,7.25,4,38.0,84.3,1,50.8,1,5.11,38.69,0,0,0,1,0,0,0,0,0,9.499,9.8244,0.2479,10.0712,50.99,3117.0,Standard
HO-2025594,AZ-Desert,-0.11,9,2,15,3,1,30,1,572083,1.206,1,0,0,0,0,1,0,1,1,0,0,1,1,7.41,4,35.0,42.9,0,45.4,0,0.0,7.32,0,0,2,0,0,0,0,0,0,8.9147,8.904,0.0264,8.9114,30.54,1704.0,Standard
HO-2025595,NY-NE,-0.03,7,3,11,3,0,999,0,441636,0.923,0,1,1,0,0,0,0,1,0,0,1,0,1,6.59,4,46.4,18.7,0,11.6,0,0.0,2.94,0,0,0,0,0,0,0,0,0,8.6926,8.9688,0.0158,8.8736,29.87,1670.0,Preferred
HO-2025596,FL-Flood,0.28,29,3,40,1,1,28,1,222384,0.963,0,0,0,0,0,2,0,0,0,0,1,0,0,5.91,3,41.5,6.6,0,33.2,1,0.5,2.98,0,0,0,0,0,0,0,0,0,10.0103,10.2285,0.0263,10.3793,56.43,3659.0,Standard
HO-2025597,CA-Wildfire,0.22,24,2,52,1,0,999,0,449089,0.869,0,1,0,0,0,1,0,0,0,1,0,1,0,11.34,6,43.5,71.2,1,50.8,0,0.0,25.92,0,0,2,1,0,0,0,0,0,9.7526,10.3132,0.2246,10.5831,60.02,4069.0,Rated
HO-2025598,CA-Wildfire,0.22,18,3,42,3,1,14,2,423002,1.032,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,3,47.2,72.7,1,43.7,0,0.0,14.59,0,1,0,0,0,0,0,0,0,9.9236,10.0218,0.0406,9.9819,49.42,2975.0,Standard
HO-2025599,GA-SE,-0.18,32,1,33,3,0,999,0,120000,1.11,0,1,0,0,0,0,-1,1,0,0,0,1,0,4.18,3,66.4,10.3,0,68.6,0,0.0,9.82,1,0,0,0,0,0,0,0,1,9.385,9.5505,0.1049,9.6361,43.32,2485.0,Standard
HO-2025600,TX-Hail,0.13,15,3,22,0,1,19,2,120000,1.251,1,0,0,0,0,0,0,1,0,0,0,0,1,7.51,4,36.3,17.1,0,38.8,0,0.0,14.6,0,0,2,0,0,0,0,0,0,9.4715,9.4287,0.0347,9.6049,42.77,2445.0,Standard
HO-2025601,FL-Flood,0.28,29,3,54,3,1,14,2,423508,1.012,0,0,0,1,1,1,-2,1,0,0,0,1,0,5.82,3,8.3,23.6,0,28.0,0,0.0,14.92,0,0,1,0,0,0,0,0,0,10.4242,10.5929,0.0432,10.6177,60.63,4143.0,Rated
HO-2025602,TX-Hail,0.13,19,1,26,1,0,999,0,664959,0.989,0,0,1,0,1,0,0,0,0,0,0,0,0,6.83,4,36.6,9.6,0,47.8,0,0.0,5.39,1,0,0,0,0,0,0,0,0,9.1678,9.5863,0.0216,9.5447,41.7,2369.0,Standard
HO-2025603,FL-Flood,0.28,8,1,26,2,0,999,0,416925,0.72,0,0,0,0,0,1,-2,1,1,1,0,0,0,2.22,2,38.5,16.2,0,21.1,0,0.0,5.41,0,0,0,0,0,0,0,0,0,9.061,8.9225,0.0212,9.0579,33.12,1839.0,Standard
HO-2025604,CA-Wildfire,0.22,34,2,38,1,0,999,0,120000,1.051,0,0,0,0,0,0,-2,0,0,0,0,0,0,4.35,3,23.8,89.6,1,48.9,0,0.0,25.16,0,0,0,1,0,0,0,0,0,9.8579,9.8006,0.2384,10.023,50.14,3040.0,Standard
HO-2025605,IL-Midwest,-0.14,26,0,55,2,0,999,0,154261,1.024,0,0,1,1,0,0,0,1,1,1,0,0,0,4.51,3,68.0,15.6,0,40.7,0,0.0,3.76,0,0,0,0,0,0,0,0,0,9.4304,9.5809,0.0226,9.6487,43.54,2501.0,Standard
HO-2025606,CA-Wildfire,0.22,16,0,23,0,0,999,0,467606,1.022,0,0,0,0,0,2,-1,0,0,0,0,0,1,12.9,7,33.3,91.5,1,46.5,0,0.0,24.09,1,1,0,0,0,0,0,1,0,9.0464,9.2835,0.1284,9.4203,39.51,2221.0,Standard
HO-2025607,WA-NW,-0.07,24,0,33,1,1,1,3,482868,1.231,1,0,0,1,0,1,0,1,0,0,0,0,0,17.41,9,45.7,54.8,0,76.8,1,4.02,17.0,0,0,0,0,1,0,0,0,0,9.6962,9.9875,0.1699,10.1026,51.55,3168.0,Standard
HO-2025608,TX-Hail,0.13,14,1,26,3,0,999,0,352809,1.096,0,0,0,1,0,0,-2,1,1,0,0,0,0,1.33,1,30.4,30.7,0,23.5,0,0.0,3.24,1,0,0,0,0,0,0,0,0,9.1247,8.8942,0.0172,8.8789,29.96,1675.0,Preferred
HO-2025609,IL-Midwest,-0.14,25,2,33,3,0,999,0,312255,0.962,0,0,0,0,0,1,-1,0,0,1,0,0,0,1.8,1,67.8,29.5,0,26.9,0,0.0,12.56,1,0,0,0,0,0,0,0,1,9.2833,9.3949,0.1018,9.6551,43.65,2510.0,Standard
HO-2025610,GA-SE,-0.18,0,2,6,3,0,999,0,491142,0.893,0,0,0,0,0,0,0,0,0,0,0,0,1,3.74,2,59.9,21.2,0,59.1,0,0.0,14.58,0,0,0,0,0,0,0,0,0,8.2431,8.2639,0.0349,8.3245,20.19,1255.0,Preferred
HO-2025611,NY-NE,-0.03,8,3,27,0,0,999,0,534682,0.858,0,0,2,1,0,1,0,1,0,0,0,1,0,6.27,4,29.1,25.2,0,38.3,0,0.0,11.35,0,0,0,0,0,0,0,0,0,8.7754,9.2066,0.031,9.3026,37.44,2089.0,Standard
HO-2025612,IL-Midwest,-0.14,26,3,45,3,0,999,0,477154,0.958,0,0,1,1,0,0,-1,1,0,0,0,0,0,7.07,4,70.2,25.5,0,10.2,0,0.0,0.26,1,0,0,0,0,0,0,0,1,9.5042,9.6513,0.0752,9.782,45.89,2681.0,Standard
HO-2025613,FL-Flood,0.28,15,3,33,3,1,34,1,246452,1.072,0,0,1,0,0,2,0,0,0,0,0,0,0,7.31,4,9.2,26.0,0,29.4,1,18.74,14.1,1,0,0,0,0,0,0,0,0,9.6403,10.0449,0.0554,10.2454,54.06,3413.0,Standard
HO-2025614,FL-Flood,0.28,19,3,29,2,0,999,0,505894,0.725,0,1,0,0,0,0,0,1,0,0,0,1,0,1.15,1,28.5,10.1,0,47.2,0,0.0,9.66,0,0,2,0,0,0,0,0,0,9.494,9.6634,0.0287,9.7238,44.86,2601.0,Standard
HO-2025615,AZ-Desert,-0.11,5,3,12,2,0,999,0,330578,1.001,0,0,1,2,0,1,0,1,0,0,0,1,1,13.66,7,40.9,42.3,0,25.9,1,11.61,7.21,0,0,2,0,0,0,1,0,0,8.527,8.9259,0.1289,8.9582,31.36,1746.0,Standard
HO-2025616,MN-North,-0.22,34,3,55,3,1,18,2,295779,1.132,0,0,0,2,0,1,-1,1,0,0,0,0,0,2.74,2,11.3,14.6,0,43.0,0,0.0,12.05,0,0,0,0,0,0,0,0,0,10.0734,10.1238,0.0459,10.1357,52.13,3223.0,Standard
HO-2025617,AZ-Desert,-0.11,28,0,43,2,0,999,0,290306,0.875,0,0,0,0,0,1,0,0,0,1,0,0,0,9.92,5,14.4,26.1,0,9.2,0,0.0,7.9,0,0,0,0,0,0,0,0,0,9.3678,9.6419,0.0328,9.6181,43.0,2462.0,Standard
HO-2025618,IL-Midwest,-0.14,16,1,25,1,0,999,0,382950,0.995,0,1,0,0,0,1,0,1,0,0,0,1,0,5.24,3,68.6,13.6,0,25.6,0,0.0,1.01,1,0,0,0,0,0,0,0,0,8.8049,9.1282,0.0093,9.0217,32.48,1804.0,Standard
HO-2025619,AZ-Desert,-0.11,14,3,19,2,0,999,0,459843,0.881,0,0,0,0,0,0,0,0,0,0,0,0,1,8.77,5,21.9,31.8,0,18.6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,8.8519,8.933,0.0011,8.9517,31.25,1740.0,Standard
HO-2025620,IL-Midwest,-0.14,27,3,36,2,0,999,0,120000,0.72,0,0,1,0,1,0,0,0,0,0,0,1,0,2.65,2,43.1,2.6,0,28.5,0,0.0,3.99,1,0,0,0,0,0,0,0,1,9.374,9.7619,0.0887,9.8897,47.79,2836.0,Standard
HO-2025621,CA-Wildfire,0.22,35,1,44,3,0,999,0,277694,0.908,0,0,0,0,0,0,0,0,0,0,0,0,0,14.03,8,30.0,76.8,1,22.1,0,0.0,11.28,0,0,0,1,0,0,0,0,0,9.9943,10.2121,0.2227,10.3875,56.57,3675.0,Standard
HO-2025622,NY-NE,-0.03,26,1,50,3,1,29,1,315476,0.871,0,1,0,0,0,1,0,1,0,0,1,1,0,3.36,2,65.9,0.0,0,8.1,0,0.0,12.93,0,0,0,0,0,0,0,0,0,9.7277,9.984,0.0372,9.9508,48.87,2927.0,Standard
HO-2025623,MN-North,-0.22,37,0,63,2,1,5,3,525092,1.129,0,0,1,1,0,1,0,1,0,0,0,1,0,7.41,4,37.5,24.2,0,25.2,1,10.83,13.99,1,0,1,0,0,0,0,0,1,10.2103,10.5196,0.136,10.6963,62.02,4316.0,Rated
HO-2025624,TX-Hail,0.13,9,0,27,2,0,999,0,258661,1.087,0,1,0,2,0,0,0,0,0,0,1,1,0,1.27,1,43.5,20.0,0,38.5,0,0.0,7.05,1,0,0,0,0,0,0,0,0,8.9066,9.2595,0.0243,9.357,38.4,2149.0,Standard
HO-2025625,AZ-Desert,-0.11,10,0,13,2,1,6,3,333662,0.874,0,0,0,0,0,1,0,0,1,0,0,0,1,16.86,9,43.4,59.5,1,39.8,0,0.0,5.31,1,0,0,0,0,0,0,0,0,8.9867,9.2009,0.0246,9.2122,35.84,1993.0,Standard
HO-2025626,TX-Hail,0.13,7,3,25,2,0,999,0,493349,1.201,1,0,0,1,0,1,0,0,0,1,0,0,0,4.99,3,20.1,16.3,0,5.5,1,19.29,6.03,1,0,0,0,0,0,0,0,0,9.0706,9.3282,0.0435,9.3011,37.41,2087.0,Standard
HO-2025627,IL-Midwest,-0.14,21,3,23,3,1,8,3,385544,1.122,0,0,2,0,0,2,0,1,0,0,0,0,1,4.24,3,56.4,20.7,0,32.5,0,0.0,0.0,1,0,0,0,0,0,0,0,1,9.5732,9.9285,0.0669,9.9661,49.14,2951.0,Standard
HO-2025628,CA-Wildfire,0.22,19,1,35,2,0,999,0,594636,0.984,0,1,0,0,0,1,-2,0,0,0,1,0,0,10.34,6,16.1,86.9,1,55.8,0,0.0,11.54,0,0,0,0,0,0,0,0,0,9.4107,9.7033,0.0395,9.6886,44.24,2554.0,Standard
HO-2025629,CO-Mixed,0.07,16,3,29,3,0,999,0,358977,1.066,0,0,0,0,0,0,0,0,1,0,0,0,0,5.03,3,36.9,68.2,1,35.4,0,0.0,25.97,0,0,0,0,0,0,0,0,0,9.2542,9.269,0.051,9.3342,37.99,2123.0,Standard
HO-2025630,WA-NW,-0.07,25,1,34,1,0,999,0,643616,0.888,0,0,0,1,0,0,-2,1,0,0,0,1,0,3.49,2,33.7,33.7,0,59.4,0,0.0,22.11,0,0,0,0,0,0,0,0,0,9.224,9.1261,0.0476,9.2143,35.88,1995.0,Standard
HO-2025631,FL-Flood,0.28,29,3,34,3,0,999,0,668775,0.72,0,1,0,0,0,0,-2,1,0,1,1,1,0,1.39,1,14.2,14.6,0,8.5,0,0.0,6.8,0,0,2,0,0,0,0,0,0,9.869,9.9158,0.0315,9.8385,46.89,2761.0,Standard
HO-2025632,AZ-Desert,-0.11,4,1,19,3,0,999,0,444126,1.033,0,0,1,0,0,0,0,0,0,1,0,0,1,6.16,4,14.1,26.0,0,37.4,0,0.0,14.08,0,1,0,0,0,0,0,0,0,8.5296,8.7583,0.0345,8.8087,28.72,1615.0,Preferred
HO-2025633,WA-NW,-0.07,12,3,20,3,0,999,0,438558,0.829,0,0,0,2,0,0,-1,1,0,0,1,1,1,7.14,4,0.0,30.8,0,79.3,0,0.0,34.82,0,0,0,0,0,0,0,0,0,8.8939,8.8608,0.0542,8.9001,30.34,1694.0,Standard
HO-2025634,MN-North,-0.22,25,3,45,2,0,999,0,458263,0.988,0,0,0,0,0,0,0,1,0,0,1,1,0,7.33,4,42.9,13.5,0,44.8,0,0.0,3.01,1,0,1,0,0,0,0,0,1,9.3528,9.3552,0.0848,9.4206,39.52,2221.0,Standard
HO-2025635,TX-Hail,0.13,13,2,24,2,0,999,0,494323,1.078,0,0,1,1,0,2,0,0,0,0,1,0,0,7.11,4,31.7,7.1,0,10.8,0,0.0,1.24,1,0,0,0,0,0,0,0,0,9.0784,9.5035,0.0101,9.6006,42.69,2439.0,Standard
HO-2025636,CO-Mixed,0.07,10,0,21,3,0,999,0,397319,0.748,0,0,0,0,1,1,-1,0,0,0,0,0,1,12.89,7,16.1,45.6,0,40.5,0,0.0,36.13,1,0,1,0,0,0,0,0,0,8.8405,9.1575,0.0564,9.2951,37.3,2081.0,Standard
HO-2025637,TX-Hail,0.13,27,3,54,2,1,23,2,543623,1.049,0,1,0,0,0,0,-1,0,0,0,0,1,0,7.03,4,19.9,11.7,0,8.3,0,0.0,8.28,0,0,1,0,0,0,0,0,0,10.1759,10.4733,0.0318,10.5198,58.9,3937.0,Standard
HO-2025638,MN-North,-0.22,6,0,19,3,0,999,0,450054,1.136,0,1,1,0,0,0,-1,0,0,0,0,1,1,7.31,4,18.1,23.3,0,25.1,1,6.71,0.59,1,0,2,0,0,0,1,0,0,8.4254,8.8107,0.1068,8.8415,29.3,1643.0,Preferred
HO-2025639,MN-North,-0.22,15,1,40,1,0,999,0,574054,0.729,0,0,0,0,0,1,0,0,0,1,0,0,0,5.82,3,19.6,30.4,0,48.8,0,0.0,9.18,1,0,1,0,0,0,0,0,0,8.8731,9.0893,0.0283,9.1237,34.28,1903.0,Standard
HO-2025640,IL-Midwest,-0.14,20,2,21,3,0,999,0,176612,1.119,0,0,0,0,0,2,0,1,0,0,0,0,1,4.42,3,37.7,18.2,0,11.1,0,0.0,4.24,1,0,0,0,0,0,0,0,0,9.0071,9.0773,0.0199,9.0598,33.15,1841.0,Standard
HO-2025641,GA-SE,-0.18,12,1,21,1,0,999,0,410276,1.286,1,0,0,1,1,1,0,1,0,0,0,0,1,4.52,3,61.4,10.7,0,40.7,0,0.0,13.09,0,0,0,0,0,1,0,0,0,8.7041,8.9241,0.1277,8.9276,30.82,1718.0,Standard
HO-2025642,IL-Midwest,-0.14,25,2,28,2,0,999,0,522162,0.984,0,0,0,0,1,2,-2,1,0,0,0,0,0,2.13,2,53.5,30.3,0,11.4,0,0.0,1.15,0,0,0,0,0,0,0,0,0,9.1787,9.3121,0.0147,9.2599,36.68,2043.0,Standard
HO-2025643,NY-NE,-0.03,12,3,39,3,1,7,3,220186,1.124,0,0,0,2,0,2,-1,1,0,0,0,0,0,1.64,1,60.9,28.5,0,44.1,0,0.0,16.04,0,0,1,0,0,0,0,0,0,9.6322,9.763,0.0369,9.8301,46.74,2749.0,Standard
HO-2025644,CA-Wildfire,0.22,30,3,35,0,0,999,0,440279,0.879,0,0,0,2,0,0,0,0,0,0,1,0,0,15.47,8,41.9,64.3,1,53.7,0,0.0,33.26,0,1,0,1,0,0,0,1,0,9.7158,10.0231,0.3105,10.3355,55.65,3577.0,Standard
HO-2025645,WA-NW,-0.07,16,1,45,3,0,999,0,465207,1.149,0,0,0,2,0,0,0,1,0,0,1,0,0,8.6,5,40.2,37.9,0,64.1,0,0.0,21.63,0,0,0,0,0,0,0,0,0,9.2077,9.3048,0.0435,9.3507,38.28,2142.0,Standard
HO-2025646,TX-Hail,0.13,24,2,46,3,0,999,0,621904,1.091,0,2,0,0,0,1,-2,0,0,0,0,0,0,3.48,2,29.0,15.3,0,21.4,0,0.0,9.79,1,0,2,0,0,0,0,0,1,9.6846,10.1428,0.0967,10.2735,54.56,3463.0,Standard
HO-2025647,GA-SE,-0.18,24,3,51,3,0,999,0,332462,1.05,0,1,0,0,0,1,-1,0,0,0,0,0,0,1.84,1,55.6,25.1,0,43.3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,9.4839,9.768,0.0039,9.7794,45.85,2677.0,Standard
HO-2025648,WA-NW,-0.07,12,2,40,2,1,20,2,409559,1.043,0,0,1,0,0,0,0,0,0,0,0,1,0,10.66,6,49.7,51.7,0,79.7,0,0.0,30.1,0,0,0,0,1,0,0,0,0,9.3528,9.6959,0.1673,9.9388,48.66,2909.0,Standard
HO-2025649,AZ-Desert,-0.11,0,3,12,0,0,999,0,302185,1.075,0,0,1,1,0,0,-2,1,1,0,0,1,1,3.59,2,3.0,51.1,0,44.2,0,0.0,5.58,0,0,0,0,0,0,0,0,0,8.3034,8.2076,0.0241,8.161,17.3,1153.0,Preferred
HO-2025650,CA-Wildfire,0.22,21,3,43,2,0,999,0,360285,1.011,0,1,0,0,0,0,-2,0,0,0,0,0,0,5.58,3,49.6,86.2,1,52.8,0,0.0,12.66,0,0,0,1,0,0,0,0,0,9.6612,9.8552,0.2116,10.055,50.71,3091.0,Standard
HO-2025651,FL-Flood,0.28,18,3,31,1,0,999,0,606723,0.884,0,0,1,0,0,0,-1,0,1,0,0,0,0,4.04,3,5.5,20.6,0,19.3,0,0.0,7.65,1,0,0,0,0,0,0,0,0,9.4489,9.5133,0.0257,9.4681,40.35,2277.0,Standard
HO-2025652,FL-Flood,0.28,23,3,26,0,0,999,0,375910,0.999,0,0,0,1,0,0,0,1,1,0,1,1,0,1.97,1,10.3,24.8,0,37.8,0,0.0,6.57,0,0,0,0,0,0,0,0,0,9.481,9.3708,0.0263,9.3376,38.05,2127.0,Standard
HO-2025653,CO-Mixed,0.07,15,3,24,2,0,999,0,280707,1.013,0,0,0,1,0,0,-1,0,0,0,0,1,0,4.15,3,20.0,38.7,0,11.6,0,0.0,44.17,1,0,2,0,0,0,0,0,0,9.1212,9.2049,0.0615,9.364,38.52,2157.0,Standard
HO-2025654,CA-Wildfire,0.22,14,3,23,2,1,36,0,354417,0.856,0,0,0,0,0,0,0,1,0,0,0,1,1,11.75,6,50.7,93.3,1,35.6,0,0.0,12.95,0,0,0,0,0,0,0,0,0,9.2294,9.2821,0.042,9.274,36.93,2058.0,Standard
HO-2025655,MN-North,-0.22,36,2,40,3,1,23,2,307350,1.005,0,2,0,1,1,1,0,0,0,1,0,0,0,7.19,4,23.0,21.4,0,34.5,0,0.0,12.72,1,0,0,0,0,0,0,0,1,9.8951,10.8008,0.1152,10.858,64.87,4696.0,Rated
HO-2025656,IL-Midwest,-0.14,4,3,32,2,0,999,0,318207,1.011,0,0,0,0,0,0,0,1,0,0,0,0,0,4.73,3,62.7,3.2,0,8.9,0,0.0,3.31,0,0,0,0,0,0,0,0,0,8.7102,8.6935,0.0164,8.7311,27.36,1551.0,Preferred
HO-2025657,FL-Flood,0.28,24,3,27,3,0,999,0,304555,0.947,0,1,1,2,0,1,0,0,1,0,0,1,0,3.45,2,32.4,23.7,0,11.7,1,8.49,4.39,0,0,0,0,0,0,0,0,0,9.654,10.2182,0.0385,10.1925,53.13,3320.0,Standard
HO-2025658,CO-Mixed,0.07,12,3,23,2,0,999,0,310006,1.069,0,0,0,1,0,1,0,1,1,0,0,1,1,15.85,8,38.5,43.1,0,36.2,0,0.0,35.42,0,1,0,0,0,0,0,1,0,9.0292,9.195,0.1306,9.3326,37.96,2122.0,Standard
HO-2025659,CO-Mixed,0.07,14,3,39,1,1,7,3,213850,1.103,0,1,0,1,0,1,0,0,0,0,0,1,0,12.15,7,27.1,38.1,0,35.8,0,0.0,37.89,1,1,0,0,0,0,0,1,0,9.6958,10.2676,0.132,10.4025,56.83,3704.0,Standard
HO-2025660,NY-NE,-0.03,15,3,36,1,0,999,0,389691,0.927,0,0,0,0,0,2,-1,0,1,1,0,1,0,7.43,4,65.2,23.9,0,15.0,1,7.25,3.22,0,0,2,0,0,0,1,0,0,9.1187,9.3464,0.1165,9.427,39.63,2229.0,Standard
HO-2025661,IL-Midwest,-0.14,10,3,36,2,0,999,0,242994,1.041,0,0,0,0,0,0,-2,0,1,0,1,0,0,6.04,4,32.9,32.5,0,13.7,0,0.0,5.17,1,0,0,0,0,0,0,0,0,8.9207,8.7824,0.0216,8.7006,26.82,1527.0,Preferred
HO-2025662,MN-North,-0.22,23,3,36,1,0,999,0,539795,1.147,0,0,1,2,1,0,0,0,0,0,0,1,0,1.78,1,9.7,15.5,0,49.0,1,1.97,8.18,1,0,0,0,0,0,0,0,1,9.1487,9.6127,0.1012,9.687,44.22,2552.0,Standard
HO-2025663,IL-Midwest,-0.14,30,1,36,1,0,999,0,336321,0.879,0,1,1,1,0,0,0,0,0,0,0,0,0,7.84,4,57.4,15.4,0,45.2,0,0.0,0.5,1,0,0,0,0,0,0,0,1,9.3128,9.8647,0.0806,9.9664,49.14,2951.0,Standard
HO-2025664,MN-North,-0.22,22,3,23,2,0,999,0,437201,0.787,0,0,1,0,0,0,0,0,0,0,0,0,1,2.25,2,42.3,29.0,0,35.4,0,0.0,9.2,1,0,2,0,0,0,0,0,1,9.0042,9.1387,0.0952,9.331,37.94,2120.0,Standard
HO-2025665,GA-SE,-0.18,18,3,31,2,0,999,0,437491,0.888,0,2,0,0,0,1,-1,0,0,0,0,0,0,0.89,1,35.2,17.7,0,60.0,0,0.0,10.57,0,0,1,0,0,0,0,0,0,9.034,9.5226,0.03,9.512,41.13,2329.0,Standard
HO-2025666,TX-Hail,0.13,9,3,18,3,0,999,0,122904,1.094,0,1,0,2,0,1,0,0,0,0,0,0,1,7.32,4,16.6,11.4,0,27.7,0,0.0,1.75,1,0,0,0,0,0,0,0,0,8.9937,9.4575,0.012,9.4126,39.38,2212.0,Standard
HO-2025667,MN-North,-0.22,22,3,49,3,0,999,0,342690,0.956,0,0,0,2,0,1,0,0,0,0,0,0,0,4.54,3,26.1,18.9,0,27.2,0,0.0,11.58,1,0,0,0,0,0,0,0,1,9.3642,9.6224,0.098,9.6983,44.41,2567.0,Standard
HO-2025668,CA-Wildfire,0.22,37,1,52,2,0,999,0,620580,0.847,0,0,0,2,0,0,0,0,0,0,0,0,0,5.11,3,12.8,64.5,1,25.1,0,0.0,13.3,0,1,0,1,0,0,0,0,0,10.0982,10.2804,0.2268,10.4543,57.75,3805.0,Standard
HO-2025669,WA-NW,-0.07,14,3,16,2,0,999,0,271377,1.198,1,1,0,0,0,0,0,1,0,0,0,1,1,10.09,6,25.4,44.3,0,53.9,0,0.0,23.74,0,0,0,0,0,0,0,0,0,8.9516,9.1975,0.046,9.1571,34.87,1936.0,Standard
HO-2025670,CO-Mixed,0.07,14,3,40,1,0,999,0,698005,0.855,0,1,0,1,0,1,-1,0,0,1,0,0,0,10.49,6,16.3,41.9,0,19.6,0,0.0,39.38,1,1,0,0,0,0,0,1,0,9.2384,9.736,0.1334,9.8593,47.25,2791.0,Standard
HO-2025671,GA-SE,-0.18,12,3,19,3,0,999,0,456202,0.996,0,0,0,2,0,0,0,0,0,0,0,0,1,6.17,4,67.1,9.8,0,52.3,0,0.0,3.82,0,0,0,0,0,0,0,0,0,8.7749,8.941,0.0177,8.9802,31.75,1766.0,Standard
HO-2025672,GA-SE,-0.18,13,2,35,1,0,999,0,452372,1.123,0,0,0,0,0,1,0,0,0,1,0,0,0,2.46,2,74.4,24.2,0,48.8,0,0.0,2.2,0,0,0,0,0,0,0,0,0,8.8562,9.0472,0.014,9.0372,32.76,1819.0,Standard
HO-2025673,WA-NW,-0.07,0,3,27,1,0,999,0,413510,1.114,0,0,1,1,0,0,-1,1,0,1,1,0,0,17.32,9,38.1,65.6,1,63.4,0,0.0,40.58,0,0,0,0,0,0,0,0,0,8.569,8.8631,0.0621,8.937,30.99,1727.0,Standard
HO-2025674,WA-NW,-0.07,21,2,37,0,0,999,0,526448,1.078,0,0,0,1,1,0,-1,1,0,0,0,0,0,16.55,9,24.5,38.8,0,84.5,0,0.0,28.21,0,0,0,0,0,0,0,0,0,9.1604,9.4541,0.0509,9.5208,41.28,2340.0,Standard
HO-2025675,FL-Flood,0.28,10,3,13,3,0,999,0,534201,0.926,0,0,0,1,0,0,0,0,0,0,0,0,1,4.93,3,50.2,16.5,0,24.4,1,11.99,7.52,0,0,0,0,0,0,0,0,0,9.1077,9.1955,0.0429,9.231,36.17,2012.0,Standard
HO-2025676,CA-Wildfire,0.22,3,3,23,3,1,28,1,377397,1.098,0,0,0,0,0,1,-1,0,0,0,0,1,1,16.85,9,38.5,66.2,1,22.5,0,0.0,46.58,0,0,0,0,0,0,0,0,0,9.1368,9.3838,0.0662,9.3363,38.03,2126.0,Standard
HO-2025677,CO-Mixed,0.07,24,2,53,1,0,999,0,319754,1.022,0,1,0,0,0,1,-2,1,0,0,0,1,0,8.35,5,41.0,31.7,0,32.5,1,6.52,14.71,1,1,0,0,0,0,0,0,1,9.6174,9.8467,0.118,9.9733,49.26,2962.0,Standard
